Housing_Id,heating_features,cooling_features
28619,Central Forced Air,Central AC
28620,Central Forced Air - Gas,None
28621,Central,None
28622,"Gas, Radiant",Missing
28623,Central Forced Air - Gas,Central AC
28624,"Propane, Central, Pellet Stove",Central Air
28625,Forced Air,Missing
28626,Central,Central Air
28627,"Forced Air, Propane",Central Air
28628,"See Remarks, Fireplace(s), Forced Air",Central Air
28629,Missing,Central Air
28630,Central,Missing
28631,Missing,Missing
28632,Missing,Missing
28633,Gas,Missing
28635,"Central, Forced Air, Natural Gas",Central Air
28636,Forced Air,Central AC
28637,Wall Furnace,See Remarks
28638,"Forced air, Gas",None
28639,None,"Wall/Window Unit(s), Electric"
28640,"Central, Natural Gas",Missing
28642,Central,Central Air
28643,Wall Furnace,Ceiling Fan
28644,Missing,Missing
28645,Central,Central Air
28646,Central,"Central Air, ENERGY STAR Qualified Equipment"
28647,Central,Missing
28648,"Zoned, Electric, High Efficiency","Zoned, Electric"
28649,Wall,Evaporative
28650,Central,"Central Air, Heat Pump"
28651,Central,Central Air
28652,Missing,Missing
28653,"Forced air, Gas",Central
28654,"Forced air, Other",Central
28655,"Central, Gas",Missing
28657,Missing,Missing
28658,Central,Central Air
28659,Central,Central Air
28660,Central,Central Air
28661,Radiant,Missing
28662,Central Forced Air - Gas,Central AC
28664,"Central, Fireplace Insert",Window Unit(s)
28665,"Propane, Wood Stove",Other-Rmks
28666,Heating - 2+ Zones,Ceiling Fan
28667,Central Forced Air,Central AC
28668,"Forced air, Electric, Wood / Pellet",Central
28670,Missing,None
28671,Central Forced Air - Gas,None
28673,Central,Missing
28675,"Propane, Central, Wood Stove, MultiUnits",Central Air
28676,Central,"Central, Air Conditioning"
28677,Missing,None
28678,Forced air,Central
28679,Central Forced Air,None
28681,Combination,Missing
28684,Central Forced Air - Gas,None
28686,Central,Missing
28688,"Natural Gas, Central, Wood Stove","Central Air, Multi Units"
28689,Forced air,Central
28690,Missing,Missing
28691,Central,Central Air
28693,Central Forced Air,Central AC
28694,Central,Central Air
28695,Forced air,Ceiling Fan
28696,Forced Air,None
28697,Forced air,Other
28698,Radiant,None
28699,Missing,Central
28700,Central,"Central Air, Wall/Window Unit(s)"
28702,Central,Central Air
28703,"Central, Natural Gas",No Air Conditioning
28704,Forced air,Other
28706,Central Forced Air,Central AC
28708,Forced Air,None
28709,Central,Central Air
28710,Missing,Central Air
28711,"Forced air, Electric",Central
28712,Central,Central Air
28713,Missing,Missing
28714,Forced Air,None
28715,Wall Furnace,Missing
28717,"Forced air, Gas",None
28718,"Wall, Electric",Missing
28722,"Propane, Wood Stove, Central, Propane Stove, MultiUnits","Central, MultiUnits"
28723,Forced Air,Central Air
28724,Missing,Missing
28725,Electric,Missing
28726,Central,Central Air
28728,Central,Missing
28729,Central,Missing
28730,Central Forced Air - Gas,None
28731,Missing,Evaporative Cooling
28733,Missing,Missing
28734,Missing,Missing
28735,Wall Furnace,Missing
28737,Wall,Missing
28738,"Forced Air, Solar","Central Air, Ceiling Fan(s)"
28739,Central,Central Air
28740,Central,Central Air
28741,Central Forced Air,Central AC
28742,Baseboard,Missing
28743,Central Forced Air,Central AC
28744,Forced air,None
28745,Floor Furnace,None
28746,Wood Stove,None
28747,Central,Central Air
28748,Forced Air/Central,Evap Cooler
28749,Central,Central Air
28751,Missing,Missing
28753,Central,Central Air
28754,Missing,Central Air
28755,Missing,None
28756,Electric,None
28757,Central Forced Air,None
28758,Forced Air,Missing
28759,Wall Furnace,Missing
28761,Central,Central Air
28762,Central,Central Air
28763,Central,Central Air
28765,"Forced air, Propane / Butane",Missing
28766,"Baseboard, Electric",Missing
28767,Central Forced Air,Window / Wall Unit
28768,"Central, Gas",Missing
28769,Missing,Wall/Window Unit(s)
28770,Central,Central Air
28771,Central,"Central Air, Gas"
28772,Central Forced Air,Central AC
28773,Central Forced Air - Gas,Whole House / Attic Fan
28776,Other,None
28777,Central Forced Air,None
28778,"Forced air, Propane / Butane",Missing
28780,"None, Other",Central
28781,Missing,None
28783,Central Forced Air,None
28787,Wall Furnace,Missing
28788,"Forced air, Gas",Missing
28790,Central,Central Air
28791,Central,Missing
28793,Oil,"Evaporative Cooling, Electric"
28794,Forced air,Other
28796,Central,Central Air
28797,Forced Air,Central Air
28798,Central,Central Air
28799,"Heat Pump, Wood Stove",Central Air
28800,Central,None
28802,Central,"Central Air, Zoned"
28804,Central,Central Air
28805,Other,Missing
28806,Forced Air,Central AC
28807,Forced air,"Central, Evaporative"
28809,Forced Air,None
28810,Central,Central Air
28811,Missing,Missing
28812,Central,Central Air
28813,"Forced air, Gas",None
28814,Missing,Missing
28817,"Central, Wood Stove",Central Air
28818,Central,Central Air
28819,Central,Central Air
28820,Central,Central Air
28822,Central Forced Air,None
28825,Central Forced Air - Gas,Central AC
28826,Wall Furnace,Wall/Window Unit(s)
28828,"Other, Gas",Central
28829,Central,Missing
28830,Central Forced Air,"Ceiling Fan, Central AC"
28831,Central Forced Air,Central AC
28832,Central,Missing
28833,Other,Central
28834,Central,Missing
28836,Central,Central Air
28837,Missing,None
28838,Central,None
28839,"Central, Gas",Missing
28841,Central,None
28842,Central,Missing
28843,Forced air,Other
28844,Central,Central Air
28845,Missing,None
28846,Central,Central Air
28847,Central Forced Air - Gas,Central
28848,Missing,Missing
28849,Central,"Central Air, Dual"
28850,"Central, Fireplace(s)",Central Air
28851,"Other-Rmks, Other-Attch","Other-Rmks, Other-Attch"
28853,Central Forced Air,Central AC
28854,Central Forced Air - Gas,Central AC
28856,Missing,Missing
28859,Central,Central Air
28860,"Central, Gas",Missing
28863,Central,None
28864,Central,Central Air
28866,Central,None
28867,Central,Central Air
28868,Missing,Missing
28869,Central Forced Air - Gas,None
28870,"Gas, Forced Air, Central Forced Air - Gas",Ceiling Fan
28872,"Forced Air, Propane",Wall/Window Unit(s)
28873,Missing,Missing
28874,"Forced air, Electric, Gas, Wood / Pellet",Evaporative
28875,Other,Central
28877,"Central, Forced Air, Natural Gas",Central Air
28879,Central Forced Air,Central AC
28880,Central,Central Air
28881,Central,Central
28882,Central,Missing
28883,Central,Central Air
28884,Central Forced Air,Central AC
28885,Central,Central Air
28887,"Electric, Baseboard",None
28888,"Baseboard, Electric",None
28889,"Electric, Baseboard",None
28890,Space Heater,Wall/Window Unit(s)
28891,Missing,Missing
28892,Central,Central Air
28893,No Heating,None
28894,Central,Missing
28895,"Forced Air, Natural Gas",None
28896,Central Forced Air,Central AC
28897,"Forced air, Gas",Other
28898,Central Forced Air,Central AC
28900,Floor,Missing
28901,Central Forced Air,Ceiling Fan
28902,"Forced air, Other, Gas",Central
28903,"Propane, Central, Wood Stove",Central Air
28904,Central Forced Air - Gas,Central AC
28905,Central,Central Air
28907,Central Forced Air,Central AC
28908,Central,Central Air
28910,"Forced air, Other, Gas, Solar","Central, Solar"
28911,Central Forced Air - Gas,None
28912,"Heat Pump, Radiant, Solar, Passive Solar","AC Central, Heat Pump"
28913,"Forced air, Wall, Gas",Central
28914,"See Remarks, None",None
28915,Central,Central Air
28916,"Gas, Forced Air, Stove - Propane",None
28917,Central,Central Air
28918,Central,Central Air
28919,Missing,See Remarks
28920,Central,Central Air
28921,Central,Missing
28922,Central,Central Air
28923,"Central, Gas",Missing
28924,"Baseboard, Gas",None
28925,Central Forced Air,Central AC
28926,"Forced Air, Central, Radiant",Central Air
28927,"Forced air, Propane / Butane",Missing
28929,"Forced air, Gas",Other
28930,Forced Air,Central AC
28933,Central Forced Air,Central AC
28934,"Propane, Fireplace(s)",Evaporative Cooling
28935,Other,Missing
28936,"Wall Furnace, Fireplace, Central Forced Air - Gas",Ceiling Fan
28937,Missing,Missing
28938,Missing,Missing
28942,"Forced air, Electric, Gas",Central
28943,Heat Pump,Other
28945,Missing,Missing
28946,"Other, Electric",Central
28947,"Central, Fireplace(s)",Central Air
28948,"Propane, Central",Central Air
28949,Central,None
28950,Central Forced Air - Gas,Central AC
28951,Central,Central Air
28952,"Forced air, Gas",Central
28953,Central Forced Air,Ceiling Fan
28955,Central,Central Air
28956,"Central, Wood Stove",Central Air
28957,Central Forced Air,None
28958,Central Forced Air - Gas,"Ceiling Fan, Central AC, Whole House / Attic Fan"
28959,Central Forced Air - Gas,Central AC
28960,Central,Central Air
28961,Forced Air,"Ceiling Fan, Window / Wall Unit"
28962,Missing,Missing
28963,Missing,None
28964,"Radiant, Central Forced Air - Gas",Central AC
28965,"Wall Furnace, Wood Stove",None
28966,Missing,Missing
28967,"Central, Steam",Missing
28968,Central,Central Air
28969,Gas,Central AC
28970,Forced Air,None
28971,"Propane, Central",Central Air
28973,Central Forced Air - Gas,Central AC
28974,Central Forced Air - Gas,Other
28976,Central,Central Air
28977,"Central, Fireplace(s), Forced Air, Natural Gas","Central Air, Electric"
28978,"Central, Fireplace(s)",None
28979,Missing,Missing
28981,Zoned,Missing
28982,Central Forced Air - Gas,None
28983,Missing,Missing
28984,Central Forced Air - Gas,Central AC
28985,Central,Missing
28986,Floor Furnace,None
28987,Central Forced Air,"Central AC, Whole House / Attic Fan"
28988,Forced Air,None
28990,"Propane, Central",Central Air
28991,Missing,Missing
28992,Wall,Missing
28993,Central,Central Air
28994,Central Forced Air,Central AC
28995,Central,Central Air
28996,Wall Furnace,Missing
28997,Forced Air,None
28998,Forced Air,Central Air
28999,Central,Central Air
29000,Central Forced Air,None
29001,Forced Air,Ceiling Fan(s)
29003,Fireplace(s),Missing
29005,Wall Furnace,None
29006,Other,Missing
29007,Central Forced Air,Central AC
29008,"None, Forced air",Central
29009,Floor Furnace,None
29011,Forced Air,None
29012,Missing,Missing
29014,Central Forced Air,Central AC
29017,Central,Missing
29018,Central Forced Air,"Central AC, Whole House / Attic Fan"
29020,Central Forced Air - Gas,None
29022,Forced air,Central
29023,"Other, Stove, Wood / Pellet","Central, Solar"
29024,"Central, MultiUnits",Central Air
29025,"Propane, Fireplace(s)",Missing
29027,Central,Central Air
29028,Central,Central Air
29029,Forced Air,None
29030,Central,Missing
29031,"Central, Fireplace(s)",Central Air
29032,Central,Central Air
29033,Central Forced Air,"Ceiling Fan, Central AC"
29034,Central,Missing
29035,Central,Central Air
29038,Central,Central Air
29039,Wall Furnace,Missing
29040,Floor Furnace,None
29041,"Forced Air, Central Forced Air",Central AC
29042,Other,None
29044,Central Forced Air - Gas,Central AC
29046,Forced air,Missing
29047,Central Forced Air - Gas,Central AC
29048,"Forced air, Gas",None
29051,"Forced air, Stove, Gas",Central
29053,Central,Central Air
29054,Other,Missing
29055,Central,Central Air
29057,"Electric, Forced Air - Elec","Ceiling Fans, AC Central"
29058,Other,None
29059,Forced Air,None
29060,Forced air,Other
29061,"Propane, Wall Furnace",Dual
29063,Other,Central
29065,Central,Central Air
29068,Central Forced Air,Central AC
29070,Forced air,"Central, Evaporative"
29073,Propane,None
29074,"Central, Forced Air",Central Air
29076,Central,Central Air
29077,Forced Air - Gas,AC Central
29078,Forced Air,No Air Conditioning
29079,"Gas, Forced Air",None
29080,Forced air,Missing
29081,Central,Central Air
29082,"Central, Zoned",Central Air
29083,Forced air,Missing
29084,Central,Central Air
29085,Missing,Missing
29086,Central,Central Air
29087,Central Forced Air,"Central AC, Whole House / Attic Fan"
29088,"Central, Fireplace(s)",Central Air
29089,Forced Air,None
29090,Missing,None
29091,Forced air,None
29093,"Baseboard, Central",Ceiling Fan(s)
29095,Central Forced Air,None
29096,Steam,Missing
29097,Central Forced Air,Central AC
29098,"Forced air, Propane / Butane",Central
29099,Baseboard,None
29100,Other,Central
29102,Wall Gas,None
29105,Central,Central Air
29107,Central,Central
29108,"Forced air, Gas",Central
29109,Central,Central Air
29110,Central,Central Air
29111,"Forced air, Gas",Central
29112,Central,Missing
29113,Central Forced Air - Gas,Central AC
29114,Forced Air,None
29115,"Forced air, Gas",Evaporative
29116,Forced air,Missing
29117,Forced Air,Central AC
29119,Central Forced Air - Gas,Window / Wall Unit
29122,Central,Missing
29123,"Baseboard, Central Forced Air - Gas",None
29124,"Forced Air, Propane",Central Air
29125,"Central, Gas",Missing
29126,Central Forced Air - Gas,Central AC
29127,"Propane, Woodstove, Forced Air, Baseboard, Electric",Missing
29129,Forced Air,Zoned
29130,Central,Central
29132,Central,Central Air
29133,Baseboard,Missing
29134,Central,Central Air
29135,Missing,Missing
29137,Central Forced Air,None
29138,"Central, Gas",Missing
29140,"Central, Gas",Missing
29141,Central,Missing
29142,Central,None
29143,Missing,Missing
29144,"None, Other",Ceiling Fan
29145,Central,Central Air
29146,"Wall Furnace, Space Heater, Propane",None
29147,Central,Central Air
29148,"Propane, Fireplace(s), Forced Air",Central Air
29149,Wall Furnace,None
29150,Forced Air - Gas,AC Central
29151,Forced Air,None
29152,"Forced Air, Natural Gas",Central Air
29153,Central Forced Air,Central AC
29155,Central Forced Air - Gas,Central AC
29156,"Floor Furnace, Fireplace",None
29157,Central,Central Air
29158,Forced Air,Central Air
29159,Forced air,Central
29160,Central,Air Conditioning
29161,Electric,Missing
29162,Central Forced Air,None
29163,Floor Furnace,Missing
29164,Central Forced Air,None
29165,Missing,Missing
29166,"Forced air, Electric",Central
29168,"Electric, Zoned, Heat Pump","Electric, Heat Pump"
29171,Missing,Central Air
29172,Wall Furnace,Missing
29174,Central,Central Air
29176,Forced air,Central
29177,Central,Central Air
29178,Missing,Missing
29179,Central,Central Air
29181,Central,Central Air
29183,"Central, Gas",Missing
29184,Central,Missing
29185,Central,Missing
29188,Baseboard,Central
29189,"Other, Electric",Central
29191,Forced Air - Elec,"AC Central, Ceiling Fans"
29192,Missing,None
29193,Central Forced Air,Central AC
29194,Central Forced Air,"Ceiling Fan, Central AC"
29195,"Forced air, Propane / Butane, Wood / Pellet",None
29196,"Forced air, Gas",Central
29197,Missing,Missing
29198,Central,Central Air
29199,Central,Central Air
29200,Central,None
29201,"Baseboard, Central",Missing
29202,Missing,Missing
29204,Missing,None
29205,Central Forced Air,Other
29207,Central,Central Air
29209,"Other, Propane / Butane",None
29210,Floor Furnace,None
29212,Missing,Missing
29215,Central Forced Air - Gas,Ceiling Fan
29216,"Electric, Fireplace",None
29217,"Central, Solar",Central Air
29218,"Propane, Forced Air-Gas","Roof Unit, Evaporative"
29220,Baseboard,None
29221,Central,Central Air
29222,Heat pump,Central
29223,Central,Central Air
29224,"Woodstove, Forced Air, Diesel",Missing
29225,Other,Central
29226,Missing,None
29227,Central,Central Air
29228,Forced air,Central
29229,Forced Air - Gas,AC Central
29231,"Propane, Forced Air",See Remarks
29233,"Forced Air, Wood Stove",None
29235,Central Forced Air,Central AC
29237,Central Forced Air - Gas,"Ceiling Fan, Central AC"
29238,"Central, Electric, Gas",Missing
29240,Forced Air/Central,Evaporative
29241,Central,Central Air
29242,"Forced Air, Natural Gas",Central Air
29243,Central,Missing
29245,Central,Missing
29246,"Electric, Wall Furnace",Missing
29249,Missing,Missing
29251,Central Forced Air - Gas,None
29254,"Central, Pellet Stove",Central Air
29255,Propane,"Evaporative Cooler, Other"
29256,Central Forced Air,Central AC
29257,Gas,Ceiling Fan
29258,"Woodstove, Forced Air",Central
29260,"Central, Radiant",Missing
29261,Forced Air,Central AC
29262,"Forced air, Gas",Central
29264,Forced Air,Central Air
29265,Central Forced Air,"Ceiling Fan, Central AC"
29266,Central,Central Air
29267,Central,Central Air
29268,Central,Central Air
29269,Missing,Missing
29270,Wall,Central
29271,Central,Central Air
29272,Missing,Missing
29273,"Forced Air, Natural Gas",Central Air
29274,Central,Central Air
29276,Gas,None
29277,"Forced Air, Propane",None
29278,"Propane, Forced Air",Missing
29279,Central,Central
29281,Missing,Heat Pump
29283,Central Forced Air,None
29284,Central Forced Air,Central AC
29285,Missing,None
29286,Missing,None
29287,Missing,Missing
29288,"Forced Air, Natural Gas","Central Air, Electric"
29289,"Electric, Wall Furnace",Missing
29292,Forced air,Central
29293,Other,Missing
29296,"Forced air, Gas",Refrigerator
29297,Other,Central AC
29298,"Forced Air, Central Forced Air",Central AC
29299,Central Forced Air - Gas,Central AC
